,发生时间,发生时间,发生时间
3494,2014-10-22 20:15:30,False,False
3495,2014-10-22 20:15:32,False,False
3496,2014-10-22 20:15:53,False,False
3497,2014-10-22 20:16:03,False,False
3498,2014-10-22 20:16:05,False,False
3499,2014-10-22 20:16:17,False,False
3500,2014-10-22 20:16:25,False,False
3501,2014-10-22 20:16:27,False,False
3502,2014-10-22 20:16:29,False,False
3503,2014-10-22 20:16:33,False,False
3504,2014-10-22 20:16:35,False,False
3505,2014-10-22 20:16:41,False,False
3506,2014-10-22 20:16:49,False,False
3507,2014-10-22 20:16:51,False,False
3508,2014-10-22 20:17:05,False,False
3509,2014-10-22 20:17:07,False,False
3510,2014-10-22 20:17:09,False,False
3511,2014-10-22 20:17:11,False,False
3512,2014-10-22 20:17:19,False,False
3513,2014-10-22 20:17:22,False,False
3514,2014-10-22 20:17:24,False,False
3515,2014-10-22 20:17:30,False,False
3516,2014-10-22 20:17:46,False,False
3517,2014-10-22 20:17:48,False,False
3518,2014-10-22 20:17:50,False,False
3519,2014-10-22 20:17:52,False,False
3569,2014-10-22 21:58:05,True,True
3570,2014-10-22 21:58:07,False,False
3571,2014-10-22 21:58:15,False,False
3572,2014-10-22 21:58:25,False,False
3573,2014-10-22 21:58:27,False,False
3574,2014-10-22 21:58:35,False,False
3575,2014-10-22 21:58:41,False,False
3576,2014-10-22 21:58:52,False,False
3577,2014-10-22 21:58:55,False,False
3578,2014-10-22 21:58:58,False,False
3579,2014-10-22 21:59:00,False,False
3580,2014-10-22 21:59:02,False,False
3581,2014-10-22 21:59:08,False,False
3582,2014-10-22 21:59:10,False,False
3583,2014-10-22 21:59:22,False,False
3584,2014-10-22 21:59:24,False,False
3585,2014-10-22 21:59:30,False,False
3586,2014-10-22 21:59:32,False,False
3587,2014-10-22 21:59:36,False,False
3588,2014-10-22 21:59:38,False,False
3589,2014-10-22 21:59:42,False,False
3590,2014-10-22 21:59:56,False,False
3591,2014-10-22 21:59:58,False,False
3592,2014-10-22 22:00:00,False,False
3593,2014-10-22 22:00:02,False,False
3594,2014-10-22 22:00:12,False,False
3595,2014-10-22 22:00:14,False,False
3596,2014-10-22 22:00:16,False,False
3597,2014-10-22 22:00:18,False,False
3598,2014-10-22 22:00:20,False,False
3599,2014-10-22 22:00:22,False,False
3600,2014-10-22 22:00:26,False,False
3601,2014-10-22 22:00:28,False,False
3602,2014-10-22 22:00:36,False,False
3603,2014-10-22 22:00:41,False,False
3604,2014-10-22 22:00:43,False,False
3605,2014-10-22 22:00:51,False,False
3606,2014-10-22 22:00:53,False,False
3607,2014-10-22 22:00:55,False,False
3608,2014-10-22 22:00:59,False,False
3609,2014-10-22 22:01:03,False,False
3610,2014-10-22 22:01:11,False,False
3611,2014-10-22 22:01:21,False,False
3612,2014-10-22 22:01:23,False,False
3613,2014-10-22 22:01:29,False,False
3614,2014-10-22 22:01:31,False,False
3615,2014-10-22 22:01:33,False,False
3616,2014-10-22 22:01:37,False,False
3617,2014-10-22 22:01:41,False,False
3618,2014-10-22 22:01:45,False,False
3619,2014-10-22 22:02:01,False,False
3620,2014-10-22 22:02:05,False,False
3621,2014-10-22 22:02:17,False,False
3622,2014-10-22 22:02:20,False,False
3623,2014-10-22 22:02:36,False,False
3624,2014-10-22 22:02:40,False,False
3625,2014-10-22 22:02:42,False,False
3626,2014-10-22 22:02:44,False,False
3627,2014-10-22 22:02:46,False,False
3628,2014-10-22 22:03:04,False,False
3629,2014-10-22 22:03:06,False,False
3630,2014-10-22 22:03:20,False,False
3631,2014-10-22 22:03:22,False,False
3632,2014-10-22 22:03:28,False,False
3633,2014-10-22 22:03:30,False,False
3634,2014-10-22 22:03:32,False,False
3637,2014-10-22 22:05:42,False,False
3638,2014-10-22 22:05:44,False,False
3639,2014-10-22 22:05:48,False,False
3640,2014-10-22 22:05:56,False,False
3641,2014-10-22 22:06:00,False,False
3642,2014-10-22 22:06:06,False,False
3643,2014-10-22 22:06:11,False,False
3644,2014-10-22 22:06:12,False,False
3645,2014-10-22 22:06:14,False,False
3646,2014-10-22 22:06:16,False,False
3647,2014-10-22 22:06:20,False,False
3648,2014-10-22 22:06:24,False,False
3649,2014-10-22 22:06:26,False,False
3650,2014-10-22 22:06:30,False,False
3651,2014-10-22 22:06:32,False,False
3652,2014-10-22 22:06:40,False,False
3653,2014-10-22 22:06:44,False,False
3654,2014-10-22 22:06:48,False,False
3655,2014-10-22 22:06:50,False,False
3656,2014-10-22 22:06:56,False,False
3657,2014-10-22 22:07:02,False,False
3658,2014-10-22 22:07:04,False,False
3659,2014-10-22 22:07:06,False,False
3660,2014-10-22 22:07:12,False,False
3661,2014-10-22 22:07:14,False,False
3662,2014-10-22 22:07:20,False,False
3663,2014-10-22 22:07:23,False,False
3664,2014-10-22 22:07:33,False,False
3665,2014-10-22 22:07:41,False,False
3666,2014-10-22 22:07:43,False,False
3667,2014-10-22 22:07:45,False,False
3668,2014-10-22 22:07:47,False,False
3669,2014-10-22 22:07:49,False,False
3670,2014-10-22 22:07:51,False,False
3671,2014-10-22 22:07:55,False,False
3672,2014-10-22 22:07:57,False,False
3673,2014-10-22 22:08:07,False,False
3674,2014-10-22 22:08:09,False,False
3675,2014-10-22 22:08:19,False,False
3676,2014-10-22 22:08:21,False,False
3677,2014-10-22 22:08:33,False,False
3678,2014-10-22 22:08:35,False,False
3679,2014-10-22 22:08:39,False,False
3680,2014-10-22 22:08:45,False,False
3681,2014-10-22 22:08:51,False,False
3682,2014-10-22 22:08:53,False,False
3683,2014-10-22 22:08:55,False,False
3684,2014-10-22 22:08:57,False,False
3685,2014-10-22 22:08:59,False,False
3686,2014-10-22 22:09:03,False,False
3687,2014-10-22 22:09:10,False,False
3688,2014-10-22 22:09:11,False,False
3689,2014-10-22 22:09:16,False,False
3690,2014-10-22 22:09:18,False,False
3691,2014-10-22 22:09:20,False,False
3692,2014-10-22 22:09:30,False,False
3693,2014-10-22 22:09:32,False,False
3694,2014-10-22 22:09:40,False,False
3695,2014-10-22 22:09:44,False,False
3696,2014-10-22 22:09:46,False,False
3735,2014-10-23 06:49:06,True,True
3744,2014-10-23 06:54:27,True,True
3819,2014-10-23 07:37:49,True,True
3820,2014-10-23 07:37:51,False,False
3958,2014-10-23 16:15:29,True,True
3959,2014-10-23 16:15:41,False,False
3960,2014-10-23 16:15:43,False,False
3962,2014-10-23 16:17:06,False,False
4016,2014-10-23 20:18:37,True,True
4017,2014-10-23 20:18:41,False,False
4018,2014-10-23 20:18:45,False,False
4019,2014-10-23 20:18:47,False,False
4020,2014-10-23 20:18:49,False,False
4021,2014-10-23 20:18:59,False,False
4022,2014-10-23 20:19:01,False,False
4023,2014-10-23 20:19:05,False,False
4024,2014-10-23 20:19:07,False,False
4026,2014-10-23 20:20:03,False,False
4027,2014-10-23 20:20:05,False,False
4028,2014-10-23 20:20:09,False,False
4029,2014-10-23 20:20:12,False,False
4031,2014-10-23 20:20:29,False,False
4032,2014-10-23 20:20:30,False,False
4033,2014-10-23 20:20:34,False,False
4034,2014-10-23 20:20:36,False,False
4035,2014-10-23 20:20:38,False,False
4036,2014-10-23 20:20:40,False,False
4037,2014-10-23 20:20:42,False,False
4038,2014-10-23 20:20:46,False,False
4039,2014-10-23 20:20:48,False,False
4040,2014-10-23 20:20:52,False,False
4041,2014-10-23 20:20:58,False,False
4042,2014-10-23 20:21:00,False,False
4043,2014-10-23 20:21:02,False,False
4044,2014-10-23 20:21:04,False,False
4045,2014-10-23 20:21:06,False,False
4046,2014-10-23 20:21:10,False,False
4047,2014-10-23 20:21:12,False,False
4048,2014-10-23 20:21:20,False,False
4049,2014-10-23 20:21:22,False,False
4050,2014-10-23 20:21:24,False,False
4051,2014-10-23 20:21:26,False,False
4052,2014-10-23 20:21:28,False,False
4053,2014-10-23 20:21:30,False,False
4054,2014-10-23 20:21:34,False,False
4055,2014-10-23 20:21:36,False,False
4056,2014-10-23 20:21:42,False,False
4057,2014-10-23 20:21:44,False,False
4058,2014-10-23 20:21:53,False,False
4059,2014-10-23 20:21:55,False,False
4060,2014-10-23 20:22:09,False,False
4061,2014-10-23 20:22:13,False,False
4062,2014-10-23 20:22:35,False,False
4063,2014-10-23 20:22:37,False,False
4064,2014-10-23 20:22:55,False,False
4065,2014-10-23 20:22:57,False,False
4066,2014-10-23 20:23:01,False,False
4067,2014-10-23 20:23:03,False,False
4068,2014-10-23 20:23:23,False,False
4069,2014-10-23 20:23:25,False,False
4070,2014-10-23 20:23:33,False,False
4071,2014-10-23 20:23:36,False,False
4072,2014-10-23 20:23:39,False,False
4073,2014-10-23 20:23:50,False,False
4074,2014-10-23 20:23:58,False,False
4075,2014-10-23 20:24:00,False,False
4076,2014-10-23 20:24:04,False,False
4077,2014-10-23 20:24:06,False,False
4078,2014-10-23 20:24:10,False,False
4079,2014-10-23 20:24:12,False,False
4080,2014-10-23 20:24:26,False,False
4081,2014-10-23 20:24:28,False,False
4082,2014-10-23 20:24:36,False,False
4083,2014-10-23 20:24:38,False,False
4084,2014-10-23 20:24:50,False,False
4105,2014-10-23 21:33:36,True,True
4106,2014-10-23 21:33:38,False,False
4107,2014-10-23 21:33:40,False,False
4108,2014-10-23 21:33:44,False,False
4109,2014-10-23 21:33:46,False,False
4110,2014-10-23 21:33:48,False,False
4111,2014-10-23 21:33:50,False,False
4112,2014-10-23 21:33:52,False,False
4113,2014-10-23 21:34:04,False,False
4114,2014-10-23 21:34:06,False,False
4115,2014-10-23 21:34:30,False,False
4116,2014-10-23 21:34:34,False,False
4117,2014-10-23 21:34:36,False,False
4118,2014-10-23 21:34:40,False,False
4119,2014-10-23 21:34:42,False,False
4120,2014-10-23 21:34:44,False,False
4121,2014-10-23 21:34:46,False,False
4122,2014-10-23 21:34:50,False,False
4123,2014-10-23 21:34:52,False,False
4129,2014-10-23 21:46:49,True,True
4130,2014-10-23 21:46:51,False,False
4131,2014-10-23 21:46:53,False,False
4132,2014-10-23 21:46:55,False,False
4133,2014-10-23 21:46:57,False,False
4134,2014-10-23 21:47:01,False,False
4135,2014-10-23 21:47:03,False,False
4136,2014-10-23 21:47:11,False,False
4137,2014-10-23 21:47:13,False,False
4138,2014-10-23 21:47:15,False,False
4139,2014-10-23 21:47:17,False,False
4140,2014-10-23 21:47:32,False,False
4141,2014-10-23 21:47:34,False,False
4142,2014-10-23 21:47:38,False,False
4143,2014-10-23 21:47:42,False,False
4144,2014-10-23 21:47:44,False,False
4145,2014-10-23 21:47:46,False,False
4146,2014-10-23 21:47:50,False,False
4147,2014-10-23 21:48:04,False,False
4148,2014-10-23 21:48:06,False,False
4149,2014-10-23 21:48:08,False,False
4150,2014-10-23 21:48:10,False,False
4151,2014-10-23 21:48:14,False,False
4152,2014-10-23 21:48:18,False,False
4153,2014-10-23 21:48:22,False,False
4154,2014-10-23 21:48:24,False,False
4155,2014-10-23 21:48:30,False,False
4156,2014-10-23 21:48:34,False,False
4157,2014-10-23 21:48:36,False,False
4158,2014-10-23 21:48:38,False,False
4159,2014-10-23 21:48:40,False,False
4160,2014-10-23 21:48:42,False,False
4161,2014-10-23 21:48:56,False,False
4162,2014-10-23 21:48:58,False,False
4163,2014-10-23 21:49:08,False,False
4164,2014-10-23 21:49:12,False,False
4165,2014-10-23 21:49:16,False,False
4166,2014-10-23 21:49:21,False,False
4167,2014-10-23 21:49:23,False,False
4168,2014-10-23 21:49:25,False,False
4169,2014-10-23 21:49:33,False,False
4170,2014-10-23 21:49:37,False,False
4171,2014-10-23 21:49:46,False,False
4172,2014-10-23 21:49:47,False,False
4173,2014-10-23 21:49:49,False,False
4174,2014-10-23 21:49:51,False,False
4175,2014-10-23 21:49:57,False,False
4176,2014-10-23 21:49:59,False,False
4177,2014-10-23 21:50:01,False,False
4178,2014-10-23 21:50:15,False,False
4179,2014-10-23 21:50:17,False,False
4180,2014-10-23 21:50:23,False,False
4181,2014-10-23 21:50:25,False,False
4182,2014-10-23 21:50:27,False,False
4183,2014-10-23 21:50:29,False,False
4184,2014-10-23 21:50:45,False,False
4185,2014-10-23 21:50:47,False,False
4186,2014-10-23 21:50:55,False,False
4187,2014-10-23 21:50:57,False,False
4211,2014-10-23 22:01:32,True,True
4212,2014-10-23 22:01:34,False,False
4213,2014-10-23 22:01:35,False,False
4214,2014-10-23 22:01:38,False,False
4215,2014-10-23 22:01:40,False,False
4216,2014-10-23 22:01:42,False,False
4217,2014-10-23 22:01:44,False,False
4218,2014-10-23 22:01:46,False,False
4219,2014-10-23 22:01:50,False,False
4220,2014-10-23 22:01:52,False,False
4221,2014-10-23 22:01:54,False,False
4222,2014-10-23 22:01:58,False,False
4223,2014-10-23 22:02:00,False,False
4224,2014-10-23 22:02:02,False,False
4225,2014-10-23 22:02:08,False,False
4226,2014-10-23 22:02:10,False,False
4227,2014-10-23 22:02:20,False,False
4228,2014-10-23 22:02:22,False,False
4229,2014-10-23 22:02:24,False,False
4230,2014-10-23 22:02:26,False,False
4231,2014-10-23 22:02:44,False,False
4232,2014-10-23 22:02:46,False,False
4233,2014-10-23 22:03:00,False,False
4234,2014-10-23 22:03:04,False,False
4235,2014-10-23 22:03:06,False,False
4236,2014-10-23 22:03:10,False,False
4237,2014-10-23 22:03:18,False,False
4238,2014-10-23 22:03:29,False,False
4239,2014-10-23 22:03:31,False,False
4240,2014-10-23 22:03:37,False,False
4241,2014-10-23 22:03:39,False,False
4242,2014-10-23 22:03:41,False,False
4243,2014-10-23 22:03:43,False,False
4244,2014-10-23 22:03:47,False,False
4245,2014-10-23 22:03:52,False,False
4246,2014-10-23 22:03:57,False,False
4247,2014-10-23 22:03:59,False,False
4248,2014-10-23 22:04:01,False,False
4249,2014-10-23 22:04:03,False,False
4250,2014-10-23 22:04:05,False,False
4251,2014-10-23 22:04:09,False,False
4252,2014-10-23 22:04:11,False,False
4253,2014-10-23 22:04:13,False,False
4254,2014-10-23 22:04:15,False,False
4255,2014-10-23 22:04:19,False,False
4256,2014-10-23 22:04:21,False,False
4257,2014-10-23 22:04:23,False,False
4258,2014-10-23 22:04:27,False,False
4261,2014-10-23 22:06:00,False,False
4262,2014-10-23 22:06:02,False,False
4263,2014-10-23 22:06:08,False,False
4264,2014-10-23 22:06:13,False,False
4265,2014-10-23 22:06:14,False,False
4266,2014-10-23 22:06:16,False,False
4267,2014-10-23 22:06:18,False,False
4268,2014-10-23 22:06:20,False,False
4269,2014-10-23 22:06:22,False,False
4270,2014-10-23 22:06:26,False,False
4271,2014-10-23 22:06:30,False,False
4272,2014-10-23 22:06:32,False,False
4273,2014-10-23 22:06:36,False,False
4274,2014-10-23 22:06:40,False,False
4275,2014-10-23 22:06:42,False,False
4276,2014-10-23 22:06:46,False,False
4277,2014-10-23 22:06:49,False,False
4278,2014-10-23 22:06:53,False,False
4279,2014-10-23 22:07:01,False,False
4280,2014-10-23 22:07:03,False,False
4281,2014-10-23 22:07:27,False,False
4282,2014-10-23 22:07:29,False,False
4283,2014-10-23 22:07:31,False,False
4284,2014-10-23 22:07:37,False,False
4285,2014-10-23 22:07:45,False,False
4286,2014-10-23 22:07:47,False,False
4287,2014-10-23 22:07:51,False,False
4288,2014-10-23 22:07:53,False,False
4289,2014-10-23 22:07:59,False,False
4290,2014-10-23 22:08:01,False,False
4291,2014-10-23 22:08:03,False,False
4292,2014-10-23 22:08:07,False,False
4293,2014-10-23 22:08:09,False,False
4294,2014-10-23 22:08:11,False,False
4295,2014-10-23 22:08:13,False,False
4296,2014-10-23 22:08:15,False,False
4297,2014-10-23 22:08:17,False,False
4298,2014-10-23 22:08:21,False,False
4299,2014-10-23 22:08:23,False,False
4300,2014-10-23 22:08:34,False,False
4301,2014-10-23 22:08:36,False,False
4302,2014-10-23 22:08:38,False,False
4303,2014-10-23 22:08:40,False,False
4304,2014-10-23 22:08:42,False,False
4305,2014-10-23 22:08:46,False,False
4306,2014-10-23 22:08:54,False,False
4307,2014-10-23 22:09:00,False,False
4308,2014-10-23 22:09:08,False,False
4309,2014-10-23 22:09:10,False,False
4313,2014-10-24 06:43:12,True,True
4315,2014-10-24 06:51:28,True,True
4317,2014-10-24 07:03:01,True,True
4903,2014-10-24 21:41:44,True,True
4904,2014-10-24 21:41:46,False,False
4905,2014-10-24 21:41:48,False,False
4906,2014-10-24 21:41:50,False,False
4907,2014-10-24 21:42:02,False,False
4908,2014-10-24 21:42:06,False,False
4909,2014-10-24 21:42:08,False,False
4910,2014-10-24 21:42:10,False,False
4912,2014-10-24 21:43:17,False,False
4913,2014-10-24 21:43:19,False,False
4914,2014-10-24 21:43:23,False,False
4915,2014-10-24 21:43:25,False,False
4916,2014-10-24 21:43:27,False,False
4917,2014-10-24 21:43:29,False,False
4918,2014-10-24 21:43:37,False,False
4919,2014-10-24 21:43:39,False,False
4920,2014-10-24 21:43:41,False,False
4921,2014-10-24 21:43:43,False,False
4922,2014-10-24 21:43:47,False,False
4923,2014-10-24 21:43:49,False,False
4924,2014-10-24 21:43:53,False,False
4925,2014-10-24 21:43:57,False,False
4926,2014-10-24 21:43:59,False,False
4927,2014-10-24 21:44:05,False,False
4928,2014-10-24 21:44:07,False,False
4929,2014-10-24 21:44:21,False,False
4930,2014-10-24 21:44:23,False,False
4931,2014-10-24 21:44:31,False,False
4932,2014-10-24 21:44:36,False,False
4933,2014-10-24 21:44:44,False,False
4934,2014-10-24 21:44:48,False,False
4935,2014-10-24 21:44:52,False,False
4936,2014-10-24 21:44:54,False,False
4937,2014-10-24 21:44:58,False,False
4938,2014-10-24 21:45:09,False,False
4939,2014-10-24 21:45:10,False,False
4940,2014-10-24 21:45:12,False,False
4941,2014-10-24 21:45:14,False,False
4942,2014-10-24 21:45:32,False,False
4943,2014-10-24 21:45:34,False,False
4944,2014-10-24 21:45:40,False,False
4945,2014-10-24 21:45:42,False,False
4946,2014-10-24 21:45:48,False,False
4947,2014-10-24 21:45:54,False,False
4948,2014-10-24 21:46:00,False,False
4949,2014-10-24 21:46:04,False,False
4950,2014-10-24 21:46:16,False,False
4951,2014-10-24 21:46:25,False,False
4952,2014-10-24 21:46:29,False,False
4953,2014-10-24 21:46:31,False,False
4954,2014-10-24 21:46:37,False,False
4955,2014-10-24 21:46:43,False,False
4956,2014-10-24 21:46:47,False,False
4957,2014-10-24 21:46:51,False,False
4958,2014-10-24 21:46:57,False,False
4959,2014-10-24 21:46:59,False,False
4960,2014-10-24 21:47:05,False,False
4961,2014-10-24 21:47:07,False,False
4962,2014-10-24 21:47:09,False,False
4963,2014-10-24 21:47:30,False,False
4964,2014-10-24 21:47:39,False,False
4965,2014-10-24 21:47:43,False,False
4966,2014-10-24 21:47:49,False,False
4967,2014-10-24 21:47:51,False,False
4968,2014-10-24 21:47:55,False,False
4969,2014-10-24 21:47:57,False,False
4970,2014-10-24 21:47:59,False,False
4973,2014-10-24 21:55:16,True,True
4974,2014-10-24 21:55:18,False,False
4975,2014-10-24 21:55:22,False,False
4976,2014-10-24 21:55:32,False,False
4977,2014-10-24 21:55:34,False,False
4978,2014-10-24 21:55:38,False,False
4979,2014-10-24 21:55:42,False,False
4980,2014-10-24 21:55:52,False,False
4981,2014-10-24 21:55:54,False,False
4982,2014-10-24 21:55:56,False,False
4983,2014-10-24 21:55:58,False,False
4984,2014-10-24 21:56:00,False,False
4985,2014-10-24 21:56:06,False,False
4986,2014-10-24 21:56:12,False,False
4987,2014-10-24 21:56:16,False,False
4988,2014-10-24 21:56:20,False,False
4989,2014-10-24 21:56:22,False,False
4990,2014-10-24 21:56:28,False,False
4991,2014-10-24 21:56:30,False,False
4992,2014-10-24 21:56:36,False,False
4993,2014-10-24 21:56:38,False,False
4994,2014-10-24 21:56:41,False,False
4995,2014-10-24 21:56:45,False,False
4996,2014-10-24 21:56:47,False,False
4997,2014-10-24 21:56:54,False,False
4998,2014-10-24 21:56:55,False,False
4999,2014-10-24 21:56:59,False,False
5000,2014-10-24 21:57:01,False,False
5001,2014-10-24 21:57:05,False,False
5002,2014-10-24 21:57:07,False,False
5003,2014-10-24 21:57:09,False,False
5004,2014-10-24 21:57:13,False,False
5005,2014-10-24 21:57:19,False,False
5006,2014-10-24 21:57:23,False,False
5007,2014-10-24 21:57:25,False,False
5008,2014-10-24 21:57:27,False,False
5009,2014-10-24 21:57:29,False,False
5010,2014-10-24 21:57:31,False,False
5011,2014-10-24 21:57:33,False,False
5012,2014-10-24 21:57:37,False,False
5013,2014-10-24 21:57:39,False,False
5014,2014-10-24 21:57:47,False,False
5015,2014-10-24 21:57:49,False,False
5016,2014-10-24 21:57:53,False,False
5017,2014-10-24 21:57:55,False,False
5018,2014-10-24 21:57:57,False,False
5019,2014-10-24 21:57:59,False,False
5020,2014-10-24 21:58:03,False,False
5021,2014-10-24 21:58:05,False,False
5022,2014-10-24 21:58:07,False,False
5023,2014-10-24 21:58:09,False,False
5024,2014-10-24 21:58:18,False,False
5025,2014-10-24 21:58:19,False,False
5026,2014-10-24 21:58:24,False,False
5027,2014-10-24 21:58:25,False,False
5028,2014-10-24 21:58:28,False,False
5029,2014-10-24 21:58:29,False,False
5030,2014-10-24 21:58:32,False,False
5031,2014-10-24 21:58:38,False,False
5032,2014-10-24 21:58:40,False,False
5033,2014-10-24 21:58:50,False,False
5034,2014-10-24 21:58:52,False,False
5035,2014-10-24 21:58:54,False,False
5036,2014-10-24 21:58:56,False,False
5037,2014-10-24 21:59:06,False,False
5038,2014-10-24 21:59:08,False,False
5039,2014-10-24 21:59:20,False,False
5040,2014-10-24 21:59:26,False,False
5041,2014-10-24 21:59:28,False,False
5042,2014-10-24 21:59:30,False,False
5043,2014-10-24 21:59:34,False,False
5044,2014-10-24 21:59:36,False,False
5045,2014-10-24 21:59:38,False,False
5046,2014-10-24 21:59:44,False,False
5047,2014-10-24 21:59:46,False,False
5048,2014-10-24 21:59:50,False,False
5049,2014-10-24 21:59:52,False,False
5054,2014-10-24 22:02:06,False,False
5055,2014-10-24 22:02:08,False,False
5056,2014-10-24 22:02:10,False,False
5057,2014-10-24 22:02:20,False,False
5058,2014-10-24 22:02:22,False,False
5059,2014-10-24 22:02:26,False,False
5060,2014-10-24 22:02:28,False,False
5061,2014-10-24 22:02:44,False,False
5062,2014-10-24 22:02:46,False,False
5063,2014-10-24 22:02:50,False,False
5064,2014-10-24 22:02:52,False,False
5065,2014-10-24 22:02:58,False,False
5066,2014-10-24 22:03:12,False,False
5067,2014-10-24 22:03:14,False,False
5068,2014-10-24 22:03:22,False,False
5069,2014-10-24 22:03:24,False,False
5070,2014-10-24 22:03:26,False,False
5071,2014-10-24 22:03:28,False,False
5072,2014-10-24 22:03:30,False,False
5073,2014-10-24 22:03:34,False,False
5074,2014-10-24 22:03:39,False,False
5075,2014-10-24 22:03:40,False,False
5076,2014-10-24 22:03:45,False,False
5077,2014-10-24 22:03:47,False,False
5078,2014-10-24 22:03:56,False,False
5079,2014-10-24 22:03:57,False,False
5080,2014-10-24 22:04:03,False,False
5081,2014-10-24 22:04:05,False,False
5082,2014-10-24 22:04:07,False,False
5083,2014-10-24 22:04:09,False,False
5084,2014-10-24 22:04:11,False,False
5085,2014-10-24 22:04:13,False,False
5086,2014-10-24 22:04:15,False,False
5087,2014-10-24 22:04:17,False,False
5088,2014-10-24 22:04:19,False,False
5089,2014-10-24 22:04:27,False,False
5090,2014-10-24 22:04:29,False,False
5091,2014-10-24 22:04:31,False,False
5092,2014-10-24 22:04:33,False,False
5093,2014-10-24 22:04:35,False,False
5094,2014-10-24 22:04:37,False,False
5095,2014-10-24 22:04:39,False,False
5096,2014-10-24 22:04:41,False,False
5097,2014-10-24 22:04:45,False,False
5098,2014-10-24 22:04:47,False,False
5099,2014-10-24 22:04:49,False,False
5100,2014-10-24 22:04:51,False,False
5101,2014-10-24 22:04:53,False,False
5102,2014-10-24 22:04:55,False,False
5103,2014-10-24 22:04:59,False,False
5104,2014-10-24 22:05:01,False,False
5105,2014-10-24 22:05:05,False,False
5106,2014-10-24 22:05:07,False,False
5107,2014-10-24 22:05:09,False,False
5108,2014-10-24 22:05:19,False,False
5109,2014-10-24 22:05:21,False,False
5110,2014-10-24 22:05:23,False,False
5111,2014-10-24 22:05:29,False,False
5112,2014-10-24 22:05:36,False,False
5113,2014-10-24 22:05:38,False,False
5114,2014-10-24 22:05:40,False,False
5115,2014-10-24 22:05:42,False,False
5116,2014-10-24 22:05:44,False,False
5117,2014-10-24 22:05:46,False,False
5118,2014-10-24 22:05:48,False,False
5119,2014-10-24 22:05:50,False,False
5120,2014-10-24 22:05:52,False,False
5123,2014-10-24 22:19:26,True,True
5124,2014-10-24 22:19:28,False,False
5125,2014-10-24 22:19:30,False,False
5126,2014-10-24 22:19:32,False,False
5127,2014-10-24 22:19:34,False,False
5128,2014-10-24 22:19:36,False,False
5129,2014-10-24 22:19:42,False,False
5130,2014-10-24 22:19:46,False,False
5131,2014-10-24 22:20:06,False,False
5132,2014-10-24 22:20:23,False,False
5133,2014-10-24 22:20:24,False,False
5134,2014-10-24 22:20:26,False,False
5135,2014-10-24 22:20:30,False,False
5136,2014-10-24 22:20:34,False,False
5137,2014-10-24 22:20:36,False,False
5138,2014-10-24 22:20:38,False,False
5139,2014-10-24 22:20:48,False,False
5140,2014-10-24 22:20:54,False,False
5141,2014-10-24 22:20:58,False,False
5142,2014-10-24 22:21:00,False,False
5143,2014-10-24 22:21:05,False,False
5144,2014-10-24 22:21:09,False,False
5145,2014-10-24 22:21:15,False,False
5146,2014-10-24 22:21:17,False,False
5147,2014-10-24 22:21:21,False,False
5148,2014-10-24 22:21:25,False,False
5149,2014-10-24 22:21:37,False,False
5150,2014-10-24 22:21:39,False,False
5151,2014-10-24 22:21:41,False,False
5152,2014-10-24 22:21:45,False,False
5153,2014-10-24 22:21:47,False,False
5154,2014-10-24 22:21:49,False,False
5155,2014-10-24 22:21:51,False,False
5156,2014-10-24 22:21:55,False,False
5157,2014-10-24 22:21:57,False,False
5158,2014-10-24 22:22:13,False,False
6217,2014-10-25 13:04:08,True,True
6236,2014-10-25 15:45:03,True,True
6237,2014-10-25 15:45:05,False,False
6238,2014-10-25 15:45:11,False,False
6239,2014-10-25 15:45:15,False,False
6240,2014-10-25 15:45:19,False,False
6241,2014-10-25 15:45:27,False,False
6242,2014-10-25 15:45:31,False,False
6243,2014-10-25 15:45:35,False,False
6244,2014-10-25 15:45:37,False,False
6245,2014-10-25 15:45:42,False,False
6246,2014-10-25 15:45:45,False,False
6247,2014-10-25 15:45:49,False,False
6248,2014-10-25 15:45:51,False,False
6249,2014-10-25 15:45:53,False,False
6250,2014-10-25 15:45:55,False,False
6251,2014-10-25 15:45:59,False,False
6252,2014-10-25 15:46:05,False,False
6253,2014-10-25 15:46:09,False,False
6254,2014-10-25 15:46:15,False,False
6255,2014-10-25 15:46:17,False,False
6256,2014-10-25 15:46:20,False,False
6257,2014-10-25 15:46:24,False,False
6258,2014-10-25 15:46:28,False,False
6259,2014-10-25 15:46:30,False,False
6260,2014-10-25 15:46:34,False,False
6261,2014-10-25 15:46:44,False,False
6262,2014-10-25 15:46:46,False,False
6263,2014-10-25 15:46:54,False,False
6264,2014-10-25 15:46:58,False,False
6265,2014-10-25 15:47:02,False,False
6266,2014-10-25 15:47:04,False,False
6267,2014-10-25 15:47:14,False,False
6268,2014-10-25 15:47:18,False,False
6269,2014-10-25 15:47:22,False,False
6270,2014-10-25 15:47:24,False,False
6271,2014-10-25 15:47:28,False,False
6272,2014-10-25 15:47:34,False,False
6273,2014-10-25 15:47:38,False,False
6274,2014-10-25 15:47:40,False,False
6275,2014-10-25 15:47:42,False,False
6276,2014-10-25 15:47:44,False,False
6277,2014-10-25 15:47:50,False,False
6278,2014-10-25 15:47:56,False,False
6279,2014-10-25 15:47:58,False,False
6280,2014-10-25 15:48:01,False,False
6281,2014-10-25 15:48:03,False,False
