index用的,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
2335,5116,620,609959,,,小炒羊腰,0,1,36,,2016/8/820:04:00,,,,0,,,caipu/202005.jpg,1091
2336,5119,620,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016/8/820:04:00,,,,0,,,caipu/111.jpg,1091
2337,5120,620,610049,,,爆炒双丝,0,1,35,,2016/8/820:04:00,,,,0,,,caipu/301003.jpg,1091
2338,3605,473,609970,,,麻辣小龙虾,0,1,99,,2016/8/820:04:00,,,,0,,,caipu/101006.jpg,1254
2339,5122,620,610034,,,法国波尔多AOC干红葡萄酒原,0,1,159,,2016/8/820:05:00,,,,0,,,caipu/402003.jpg,1091
2340,5121,620,610016,,,五彩藕苗,0,1,35,,2016/8/820:05:00,,,,0,,,caipu/302005.jpg,1091
2341,5211,628,609970,,,麻辣小龙虾,0,1,99,,2016/8/820:05:00,,,,0,,,caipu/101006.jpg,1602
2342,5212,628,609937,,,冰糖红豆薏米粥,0,1,15,,2016/8/820:06:00,,,,0,,,caipu/602003.jpg,1602
2343,5213,628,609938,,,小米南瓜粥,0,1,13,,2016/8/820:06:00,,,,0,,,caipu/602004.jpg,1602
2344,5215,628,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016/8/820:07:00,,,,0,,,caipu/205001.jpg,1602
2345,5214,628,609947,,,北冰洋汽水,0,1,5,,2016/8/820:07:00,,,,0,,,caipu/404003.jpg,1602
2346,5217,628,609953,,,凉拌菠菜,0,1,27,,2016/8/820:08:00,,,,0,,,caipu/303004.jpg,1602
2347,5216,628,609976,,,芹黄鳝丝,0,1,58,,2016/8/820:08:00,,,,0,,,caipu/106001.jpg,1602
2348,5218,628,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016/8/820:08:00,,,,0,,,caipu/601001.jpg,1602
2349,5123,620,610056,,,纸杯蛋糕,0,1,8,,2016/8/820:08:00,,,,0,,,caipu/501005.jpg,1091
2350,5124,620,610008,,,五色糯米饭(七色),0,1,35,,2016/8/820:09:00,,,,0,,,caipu/601002.jpg,1091
2351,5220,628,610031,,,糖醋蕃茄溜青花,0,1,33,,2016/8/820:09:00,,,,0,,,caipu/304005.jpg,1602
2352,5224,628,609936,,,皮蛋瘦肉粥,0,1,16,,2016/8/820:10:00,,,,0,,,caipu/602002.jpg,1602
2353,5231,628,609944,,,水煮鱼,0,1,65,,2016/8/820:11:00,,,,0,,,caipu/103005.jpg,1602
2354,5233,628,609973,,,紫薯面包卷,0,1,20,,2016/8/820:11:00,,,,0,,,caipu/502003.jpg,1602
2355,5234,628,610002,,,老式面包,0,1,19,,2016/8/820:11:00,,,,0,,,caipu/503001.jpg,1602
2356,5125,620,609938,,,小米南瓜粥,0,1,13,,2016/8/820:12:00,,,,0,,,caipu/602004.jpg,1091
2357,5238,628,610061,,,牛肉鸡蛋肠粉,0,1,20,,2016/8/820:12:00,,,,0,,,caipu/604005.jpg,1602
2358,5236,628,609998,,,清爽拌凉面,0,1,15,,2016/8/820:12:00,,,,0,,,caipu/603002.jpg,1602
2359,5239,628,610058,,,超人气广式肠粉,0,1,18,,2016/8/820:12:00,,,,0,,,caipu/604002.jpg,1602
2360,3609,473,609957,,,蒙古烤羊腿,0,1,48,,2016/8/820:13:00,,,,0,,,caipu/202003.jpg,1254
2361,5241,628,610070,,,52度泸州老窖,0,1,159,,2016/8/820:14:00,,,,0,,,caipu/401003.jpg,1602
2362,5127,620,610053,,,蛋挞,0,1,8,,2016/8/820:14:00,,,,0,,,caipu/501002.jpg,1091
2363,5126,620,609936,,,皮蛋瘦肉粥,0,1,16,,2016/8/820:14:00,,,,0,,,caipu/602002.jpg,1091
2364,5243,628,609955,,,红酒炖羊肉,0,1,108,,2016/8/820:15:00,,,,0,,,caipu/202001.jpg,1602
2365,3612,473,609977,,,快炒黄鳝,0,1,50,,2016/8/820:16:00,,,,0,,,caipu/106002.jpg,1254
2366,3619,473,610010,,,白饭/小碗,0,3,1,,2016/8/820:16:00,,,,0,,,caipu/601004.jpg,1254
2367,3616,473,609947,,,北冰洋汽水,0,3,5,,2016/8/820:16:00,,,,0,,,caipu/404003.jpg,1254
2368,5244,628,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016/8/820:17:00,,,,0,,,caipu/301001.jpg,1602
2369,5245,628,610012,,,香菇鹌鹑蛋,0,1,39,,2016/8/820:17:00,,,,0,,,caipu/302001.jpg,1602
2370,3622,473,609971,,,大理石奶油蛋糕,0,3,13,,2016/8/820:18:00,,,,0,,,caipu/502001.jpg,1254
2371,3634,473,609944,,,水煮鱼,0,1,65,,2016/8/820:19:00,,,,0,,,caipu/103005.jpg,1254
2372,5547,663,610040,,,海带结豆腐汤,0,1,30,,2016/8/820:21:00,,,,0,,,caipu/105004.jpg,1320
2373,5560,663,609942,,,辣炒鱿鱼,0,1,58,,2016/8/820:21:00,,,,0,,,caipu/103003.jpg,1320
2374,5545,663,610066,,,辣炒田螺,0,1,35,,2016/8/820:21:00,,,,0,,,caipu/104005.jpg,1320
2375,5554,663,609944,,,水煮鱼,0,1,65,,2016/8/820:21:00,,,,0,,,caipu/103005.jpg,1320
2376,5567,663,609992,,,番茄炖牛腩,0,1,35,,2016/8/820:22:00,,,,0,,,caipu/201002.jpg,1320
2377,5573,663,609996,,,牛尾汤,0,1,40,,2016/8/820:22:00,,,,0,,,caipu/201006.jpg,1320
2378,5577,663,609994,,,独家薄荷鲜虾牛肉卷,0,1,45,,2016/8/820:23:00,,,,0,,,caipu/201004.jpg,1320
2379,5584,663,609933,,,自制猪肉脯,0,1,48,,2016/8/820:23:00,,,,0,,,caipu/203004.jpg,1320
2380,5592,663,609982,,,五香酱驴肉,0,1,52,,2016/8/820:24:00,,,,0,,,caipu/205002.jpg,1320
2381,5589,663,610019,,,白斩鸡,0,1,88,,2016/8/820:24:00,,,,0,,,caipu/204002.jpg,1320
2382,5595,663,610030,,,番茄有机花菜,0,1,32,,2016/8/820:25:00,,,,0,,,caipu/304004.jpg,1320
2383,5601,663,610008,,,五色糯米饭(七色),0,1,35,,2016/8/820:25:00,,,,0,,,caipu/601002.jpg,1320
2384,5596,663,609952,,,美妙绝伦之白莲花,0,1,29,,2016/8/820:25:00,,,,0,,,caipu/303003.jpg,1320
2385,5603,663,610014,,,金玉良缘,0,1,30,,2016/8/820:26:00,,,,0,,,caipu/302003.jpg,1320
2386,5606,663,609946,,,谷稻小庄,0,1,38,,2016/8/820:27:00,,,,0,,,caipu/404002.jpg,1320
2387,5609,663,609973,,,紫薯面包卷,0,1,20,,2016/8/820:27:00,,,,0,,,caipu/502003.jpg,1320
2388,5622,663,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/820:27:00,,,,0,,,caipu/101004.jpg,1320
2389,5625,663,609936,,,皮蛋瘦肉粥,0,1,16,,2016/8/820:28:00,,,,0,,,caipu/602002.jpg,1320
2390,5624,663,609937,,,冰糖红豆薏米粥,0,1,15,,2016/8/820:28:00,,,,0,,,caipu/602003.jpg,1320
2391,5627,663,609939,,,香菇鸡肉粥,0,1,15,,2016/8/820:29:00,,,,0,,,caipu/602005.jpg,1320
2392,3887,504,609933,,,自制猪肉脯,0,1,48,,2016/8/821:03:00,,,,0,,,caipu/203004.jpg,1125
2393,3886,504,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/821:03:00,,,,0,,,caipu/101001.jpg,1125
2394,3889,504,609941,,,清蒸海鱼,0,1,78,,2016/8/821:04:00,,,,0,,,caipu/103002.jpg,1125
2395,3888,504,609934,,,芹菜炒腰花,0,1,18,,2016/8/821:04:00,,,,0,,,caipu/203005.jpg,1125
2396,3890,504,609931,,,焖猪手,0,1,58,,2016/8/821:07:00,,,,0,,,caipu/203002.jpg,1125
2397,3892,504,609932,,,爆炒猪肝,0,1,68,,2016/8/821:07:00,,,,0,,,caipu/203003.jpg,1125
2398,3894,504,609938,,,小米南瓜粥,0,1,13,,2016/8/821:09:00,,,,0,,,caipu/602004.jpg,1125
2399,3896,504,609939,,,香菇鸡肉粥,0,1,15,,2016/8/821:12:00,,,,0,,,caipu/602005.jpg,1125
2400,3900,504,609946,,,谷稻小庄,0,1,38,,2016/8/821:13:00,,,,0,,,caipu/404002.jpg,1125
2401,3905,504,610056,,,纸杯蛋糕,0,1,8,,2016/8/821:16:00,,,,0,,,caipu/501005.jpg,1125
2402,3901,504,609943,,,剁椒鱼头,0,1,55,,2016/8/821:16:00,,,,0,,,caipu/103004.jpg,1125
2403,3904,504,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016/8/821:16:00,,,,0,,,caipu/402004.jpg,1125
2404,3903,504,609996,,,牛尾汤,0,1,40,,2016/8/821:16:00,,,,0,,,caipu/201006.jpg,1125
2405,3907,504,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016/8/821:17:00,,,,0,,,caipu/601001.jpg,1125
2406,4021,516,609951,,,炝炒大白菜,0,1,29,,2016/8/821:48:00,,,,0,,,caipu/303002.jpg,1177
2407,4022,516,609932,,,爆炒猪肝,0,1,68,,2016/8/821:49:00,,,,0,,,caipu/203003.jpg,1177
2408,4023,516,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016/8/821:51:00,,,,0,,,caipu/304001.jpg,1177
2409,4024,516,610010,,,白饭/小碗,0,2,1,,2016/8/822:01:00,,,,0,,,caipu/601004.jpg,1177
2410,4026,516,609947,,,北冰洋汽水,0,2,5,,2016/8/822:04:00,,,,0,,,caipu/404003.jpg,1177
2411,2844,408,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/911:07:00,,,,0,,,caipu/101001.jpg,1608
2412,2848,408,609962,,,倒立蒸梭子蟹,0,1,169,,2016/8/911:08:00,,,,0,,,caipu/102002.jpg,1608
2413,2847,408,609970,,,麻辣小龙虾,0,1,99,,2016/8/911:08:00,,,,0,,,caipu/101006.jpg,1608
2414,2851,408,609941,,,清蒸海鱼,0,1,78,,2016/8/911:09:00,,,,0,,,caipu/103002.jpg,1608
2415,2856,408,610065,,,辣炒花蛤,0,1,35,,2016/8/911:10:00,,,,0,,,caipu/104004.jpg,1608
2416,2859,408,610037,,,辣炒海带丝,0,1,19,,2016/8/911:10:00,,,,0,,,caipu/105001.jpg,1608
2417,2860,408,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016/8/911:11:00,,,,0,,,caipu/111.jpg,1608
2418,2862,408,609955,,,红酒炖羊肉,0,1,108,,2016/8/911:11:00,,,,0,,,caipu/202001.jpg,1608
2419,2864,408,610015,,,葱油凉拌藕片,0,1,30,,2016/8/911:12:00,,,,0,,,caipu/302004.jpg,1608
2420,2866,408,609950,,,大蒜苋菜,0,1,30,,2016/8/911:13:00,,,,0,,,caipu/303001.jpg,1608
2421,2869,408,610005,,,牛奶卷,0,1,17,,2016/8/911:14:00,,,,0,,,caipu/503004.jpg,1608
2422,2874,408,610069,,,50度古井贡酒,0,1,90,,2016/8/911:15:00,,,,0,,,caipu/401002.jpg,1608
2423,2876,408,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016/8/911:16:00,,,,0,,,caipu/601001.jpg,1608
2424,2880,408,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016/8/911:16:00,,,,0,,,caipu/402004.jpg,1608
2425,2882,408,610008,,,五色糯米饭(七色),0,1,35,,2016/8/911:17:00,,,,0,,,caipu/601002.jpg,1608
2426,2227,338,610048,,,拌土豆丝,0,1,25,,2016/8/911:18:00,,,,0,,,caipu/301002.jpg,982
2427,2228,338,609931,,,焖猪手,0,1,58,,2016/8/911:20:00,,,,0,,,caipu/203002.jpg,982
2428,2229,338,609992,,,番茄炖牛腩,0,1,35,,2016/8/911:22:00,,,,0,,,caipu/201002.jpg,982
2429,2230,338,610028,,,培根花菜,0,1,35,,2016/8/911:23:00,,,,0,,,caipu/304002.jpg,982
2430,2231,338,609946,,,谷稻小庄,0,1,38,,2016/8/911:25:00,,,,0,,,caipu/404002.jpg,982
2431,2232,338,610011,,,白饭/大碗,0,1,10,,2016/8/911:27:00,,,,0,,,caipu/601005.jpg,982
2432,1805,285,609931,,,焖猪手,0,1,58,,2016/8/912:20:00,,,,0,,,caipu/203002.jpg,1087
2433,1806,285,610020,,,泡椒凤爪,0,1,58,,2016/8/912:22:00,,,,0,,,caipu/204003.jpg,1087
2434,1807,285,609951,,,炝炒大白菜,0,1,29,,2016/8/912:23:00,,,,0,,,caipu/303002.jpg,1087
2435,1808,285,610010,,,白饭/小碗,0,2,1,,2016/8/912:24:00,,,,0,,,caipu/601004.jpg,1087
2436,852,165,609966,,,芝士烩波士顿龙虾,0,2,175,,2016/8/912:47:00,,,,0,,,caipu/101001.jpg,1097
2437,853,165,609941,,,清蒸海鱼,0,1,78,,2016/8/912:47:00,,,,0,,,caipu/103002.jpg,1097
2438,858,165,609707,,,百里香奶油烤紅酒牛肉,0,1,178,,2016/8/912:47:00,,,,0,,,caipu/201001.jpg,1097
2439,854,165,609942,,,辣炒鱿鱼,0,1,58,,2016/8/912:47:00,,,,0,,,caipu/103003.jpg,1097
2440,859,165,609932,,,爆炒猪肝,0,1,68,,2016/8/912:48:00,,,,0,,,caipu/203003.jpg,1097
2441,860,165,610023,,,啤酒鸭,0,1,48,,2016/8/912:49:00,,,,0,,,caipu/204006.jpg,1097
2442,861,165,609983,,,干锅田鸡,0,1,88,,2016/8/912:50:00,,,,0,,,caipu/205003.jpg,1097
2443,862,165,610025,,,番茄蛋汤,0,1,25,,2016/8/912:52:00,,,,0,,,caipu/204008.jpg,1097
2444,863,165,610029,,,黄花菜炒木耳,0,1,35,,2016/8/912:54:00,,,,0,,,caipu/304003.jpg,1097
2445,864,165,610047,,,西瓜胡萝卜沙拉,0,1,26,,2016/8/912:54:00,,,,0,,,caipu/301001.jpg,1097
2446,865,165,610051,,,凉拌萝卜丝,0,1,20,,2016/8/912:55:00,,,,0,,,caipu/301005.jpg,1097
2447,867,165,610068,,,38度剑南春,0,1,80,,2016/8/912:55:00,,,,0,,,caipu/401001.jpg,1097
2448,868,165,609987,,,蓝带啤酒罐装,0,2,9,,2016/8/912:56:00,,,,0,,,caipu/403002.jpg,1097
2449,869,165,610002,,,老式面包,0,1,19,,2016/8/912:56:00,,,,0,,,caipu/503001.jpg,1097
2450,871,165,609975,,,一品香酥藕,0,1,10,,2016/8/912:57:00,,,,0,,,caipu/502005.jpg,1097
2451,870,165,610005,,,牛奶卷,0,1,17,,2016/8/912:57:00,,,,0,,,caipu/503004.jpg,1097
2452,873,165,610011,,,白饭/大碗,0,2,10,,2016/8/912:58:00,,,,0,,,caipu/601005.jpg,1097
2453,872,165,610055,,,葡萄奶酥(超酥香的饼干),0,1,9,,2016/8/912:58:00,,,,0,,,caipu/501004.jpg,1097
2454,1465,242,609944,,,水煮鱼,0,1,65,,2016/8/913:26:00,,,,0,,,caipu/103005.jpg,991
2455,1500,242,610028,,,培根花菜,0,1,35,,2016/8/913:29:00,,,,0,,,caipu/304002.jpg,991
2456,1480,242,609953,,,凉拌菠菜,0,1,27,,2016/8/913:29:00,,,,0,,,caipu/303004.jpg,991
2457,1479,242,609931,,,焖猪手,0,1,58,,2016/8/913:29:00,,,,0,,,caipu/203002.jpg,991
2458,1526,242,610010,,,白饭/小碗,0,3,1,,2016/8/913:29:00,,,,0,,,caipu/601004.jpg,991
2459,1533,242,609987,,,蓝带啤酒罐装,0,4,9,,2016/8/913:30:00,,,,0,,,caipu/403002.jpg,991
2460,6528,751,609967,,,香酥两吃大虾,0,1,89,,2016/8/917:38:00,,,,0,,,caipu/101002.jpg,1228
2461,6530,751,610010,,,白饭/小碗,0,6,1,,2016/8/917:41:00,,,,0,,,caipu/601004.jpg,1228
2462,6531,751,609933,,,自制猪肉脯,0,1,48,,2016/8/917:41:00,,,,0,,,caipu/203004.jpg,1228
2463,6529,751,609931,,,焖猪手,0,1,58,,2016/8/917:41:00,,,,0,,,caipu/203002.jpg,1228
2464,6532,751,609934,,,芹菜炒腰花,0,1,18,,2016/8/917:44:00,,,,0,,,caipu/203005.jpg,1228
2465,6533,751,609942,,,辣炒鱿鱼,0,1,58,,2016/8/917:45:00,,,,0,,,caipu/103003.jpg,1228
2466,6535,751,609946,,,谷稻小庄,0,1,38,,2016/8/917:46:00,,,,0,,,caipu/404002.jpg,1228
2467,6534,751,609944,,,水煮鱼,0,1,65,,2016/8/917:46:00,,,,0,,,caipu/103005.jpg,1228
2468,6536,751,609953,,,凉拌菠菜,0,1,27,,2016/8/917:49:00,,,,0,,,caipu/303004.jpg,1228
2469,5274,635,609991,,,香烤牛排,0,1,55,,2016/8/918:00:00,,,,0,,,caipu/201001.jpg,1184
2470,5273,635,609964,,,避风塘炒蟹,0,1,48,,2016/8/918:00:00,,,,0,,,caipu/102004.jpg,1184
2471,4164,534,609964,,,避风塘炒蟹,0,1,48,,2016/8/918:00:00,,,,0,,,caipu/102004.jpg,1132
2472,5275,635,610016,,,五彩藕苗,0,1,35,,2016/8/918:01:00,,,,0,,,caipu/302005.jpg,1184
2473,4165,534,610049,,,爆炒双丝,0,1,35,,2016/8/918:03:00,,,,0,,,caipu/301003.jpg,1132
2474,5276,635,610027,,,清炒菊花菜,0,1,30,,2016/8/918:03:00,,,,0,,,caipu/304001.jpg,1184
2475,4166,534,610062,,,蒜蓉生蚝,0,1,49,,2016/8/918:03:00,,,,0,,,caipu/104001.jpg,1132
2476,4167,534,609998,,,清爽拌凉面,0,1,15,,2016/8/918:03:00,,,,0,,,caipu/603002.jpg,1132
2477,4168,534,609958,,,香辣爆羊肝,0,1,28,,2016/8/918:05:00,,,,0,,,caipu/202004.jpg,1132
2478,4170,534,609992,,,番茄炖牛腩,0,1,35,,2016/8/918:05:00,,,,0,,,caipu/201002.jpg,1132
2479,4171,534,610009,,,黑米恋上葡萄,0,1,33,,2016/8/918:06:00,,,,0,,,caipu/601003.jpg,1132
2480,4173,534,610030,,,番茄有机花菜,0,1,32,,2016/8/918:07:00,,,,0,,,caipu/304004.jpg,1132
2481,4172,534,610016,,,五彩藕苗,0,1,35,,2016/8/918:07:00,,,,0,,,caipu/302005.jpg,1132
2482,5277,635,610043,,,肉丁茄子,0,1,39,,2016/8/918:08:00,,,,0,,,caipu/305002.jpg,1184
2483,4174,534,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016/8/918:08:00,,,,0,,,caipu/402004.jpg,1132
2484,5278,635,609946,,,谷稻小庄,0,1,38,,2016/8/918:09:00,,,,0,,,caipu/404002.jpg,1184
2485,5279,635,610011,,,白饭/大碗,0,1,10,,2016/8/918:11:00,,,,0,,,caipu/601005.jpg,1184
2486,6496,748,609969,,,香辣腐乳炒虾,0,1,56,,2016/8/918:40:00,,,,0,,,caipu/101004.jpg,1137
2487,6497,748,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016/8/918:41:00,,,,0,,,caipu/203001.jpg,1137
2488,6498,748,609931,,,焖猪手,0,1,58,,2016/8/918:49:00,,,,0,,,caipu/203002.jpg,1137
2489,6499,748,609932,,,爆炒猪肝,0,1,68,,2016/8/918:51:00,,,,0,,,caipu/203003.jpg,1137
2490,6500,748,609933,,,自制猪肉脯,0,1,48,,2016/8/918:51:00,,,,0,,,caipu/203004.jpg,1137
2491,6502,748,609944,,,水煮鱼,0,1,65,,2016/8/918:52:00,,,,0,,,caipu/103005.jpg,1137
2492,6501,748,609934,,,芹菜炒腰花,0,1,18,,2016/8/918:52:00,,,,0,,,caipu/203005.jpg,1137
2493,6504,748,609982,,,五香酱驴肉,0,1,52,,2016/8/918:53:00,,,,0,,,caipu/205002.jpg,1137
2494,6503,748,609953,,,凉拌菠菜,0,1,27,,2016/8/918:53:00,,,,0,,,caipu/303004.jpg,1137
2495,6505,748,610011,,,白饭/大碗,0,1,10,,2016/8/918:54:00,,,,0,,,caipu/601005.jpg,1137
2496,3614,478,609944,,,水煮鱼,0,1,65,,2016/8/920:05:00,,,,0,,,caipu/103005.jpg,1099
2497,3618,478,610017,,,酸辣藕丁,0,1,33,,2016/8/920:05:00,,,,0,,,caipu/302006.jpg,1099
2498,3607,478,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/920:05:00,,,,0,,,caipu/101001.jpg,1099
2499,3619,478,609951,,,炝炒大白菜,0,1,29,,2016/8/920:06:00,,,,0,,,caipu/303002.jpg,1099
2500,3622,478,609931,,,焖猪手,0,1,58,,2016/8/920:06:00,,,,0,,,caipu/203002.jpg,1099
2501,3632,478,610010,,,白饭/小碗,0,7,1,,2016/8/920:07:00,,,,0,,,caipu/601004.jpg,1099
2502,3626,478,610023,,,啤酒鸭,0,1,48,,2016/8/920:07:00,,,,0,,,caipu/204006.jpg,1099
2503,3643,478,610015,,,葱油凉拌藕片,0,1,30,,2016/8/920:09:00,,,,0,,,caipu/302004.jpg,1099
2504,3646,478,609996,,,牛尾汤,0,1,40,,2016/8/920:10:00,,,,0,,,caipu/201006.jpg,1099
2505,4197,537,610063,,,蒜香辣花甲,0,1,45,,2016/8/920:33:00,,,,0,,,caipu/104002.jpg,1378
2506,4198,537,609933,,,自制猪肉脯,0,1,48,,2016/8/920:34:00,,,,0,,,caipu/203004.jpg,1378
2507,4199,537,609939,,,香菇鸡肉粥,0,1,15,,2016/8/920:35:00,,,,0,,,caipu/602005.jpg,1378
2508,4200,537,609951,,,炝炒大白菜,0,1,29,,2016/8/920:39:00,,,,0,,,caipu/303002.jpg,1378
2509,5474,656,609941,,,清蒸海鱼,0,1,78,,2016/8/920:41:00,,,,0,,,caipu/103002.jpg,1502
2510,4201,537,609958,,,香辣爆羊肝,0,1,28,,2016/8/920:42:00,,,,0,,,caipu/202004.jpg,1378
2511,2480,1011,609967,,,香酥两吃大虾,0,1,89,,2016/8/920:43:00,,,,0,,,caipu/101002.jpg,1255
2512,4202,537,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016/8/920:43:00,,,,0,,,caipu/205001.jpg,1378
2513,4203,537,609994,,,独家薄荷鲜虾牛肉卷,0,1,45,,2016/8/920:43:00,,,,0,,,caipu/201004.jpg,1378
2514,4204,537,610017,,,酸辣藕丁,0,1,33,,2016/8/920:43:00,,,,0,,,caipu/302006.jpg,1378
2515,2486,1011,609935,,,山药养生粥,0,1,19,,2016/8/920:44:00,,,,0,,,caipu/602001.jpg,1255
2516,2483,1011,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/920:44:00,,,,0,,,caipu/101001.jpg,1255
2517,5477,656,609994,,,独家薄荷鲜虾牛肉卷,0,1,45,,2016/8/920:45:00,,,,0,,,caipu/201004.jpg,1502
2518,2487,1011,609936,,,皮蛋瘦肉粥,0,1,16,,2016/8/920:45:00,,,,0,,,caipu/602002.jpg,1255
2519,4207,537,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016/8/920:45:00,,,,0,,,caipu/402004.jpg,1378
2520,5483,656,609949,,,意文柠檬汁,0,1,13,,2016/8/920:45:00,,,,0,,,caipu/404005.jpg,1502
2521,5484,656,610058,,,超人气广式肠粉,0,1,18,,2016/8/920:45:00,,,,0,,,caipu/604002.jpg,1502
2522,4205,537,610031,,,糖醋蕃茄溜青花,0,1,33,,2016/8/920:45:00,,,,0,,,caipu/304005.jpg,1378
2523,2490,1011,610030,,,番茄有机花菜,0,1,32,,2016/8/920:46:00,,,,0,,,caipu/304004.jpg,1255
2524,2504,1011,609951,,,炝炒大白菜,0,1,29,,2016/8/920:47:00,,,,0,,,caipu/303002.jpg,1255
2525,2495,1011,610046,,,青炒扁豆,0,1,28,,2016/8/920:47:00,,,,0,,,caipu/305005.jpg,1255
2526,4208,537,610009,,,黑米恋上葡萄,0,1,33,,2016/8/920:47:00,,,,0,,,caipu/601003.jpg,1378
2527,5487,656,609999,,,鱼香肉丝拌面,0,1,18,,2016/8/920:48:00,,,,0,,,caipu/603003.jpg,1502
2528,5489,656,610015,,,葱油凉拌藕片,0,1,30,,2016/8/920:50:00,,,,0,,,caipu/302004.jpg,1502
2529,2520,1011,609943,,,剁椒鱼头,0,1,55,,2016/8/920:50:00,,,,0,,,caipu/103004.jpg,1255
2530,2533,1011,610071,,,42度海之蓝,0,1,99,,2016/8/920:50:00,,,,0,,,caipu/401004.jpg,1255
2531,2539,1011,610008,,,五色糯米饭(七色),0,1,35,,2016/8/920:52:00,,,,0,,,caipu/601002.jpg,1255
2532,5088,618,609966,,,芝士烩波士顿龙虾,0,1,175,,2016/8/920:57:00,,,,0,,,caipu/101001.jpg,1123
2533,5090,618,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016/8/920:58:00,,,,0,,,caipu/203001.jpg,1123
2534,5091,618,609944,,,水煮鱼,0,1,65,,2016/8/921:00:00,,,,0,,,caipu/103005.jpg,1123
2535,5092,618,609965,,,葱姜炒蟹,0,1,109,,2016/8/921:01:00,,,,0,,,caipu/102005.jpg,1123
2536,5093,618,609979,,,鲜美鳝鱼,0,1,55,,2016/8/921:04:00,,,,0,,,caipu/106004.jpg,1123
2537,5094,618,609983,,,干锅田鸡,0,1,88,,2016/8/921:04:00,,,,0,,,caipu/205003.jpg,1123
2538,5095,618,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016/8/921:05:00,,,,0,,,caipu/601001.jpg,1123
2539,5096,618,610009,,,黑米恋上葡萄,0,1,33,,2016/8/921:06:00,,,,0,,,caipu/601003.jpg,1123
2540,5097,618,610023,,,啤酒鸭,0,1,48,,2016/8/921:09:00,,,,0,,,caipu/204006.jpg,1123
2541,5098,618,609932,,,爆炒猪肝,0,1,68,,2016/8/921:11:00,,,,0,,,caipu/203003.jpg,1123
2542,5099,618,610072,,,53度茅台,0,1,128,,2016/8/921:12:00,,,,0,,,caipu/401005.jpg,1123
2543,5103,618,609950,,,大蒜苋菜,0,1,30,,2016/8/921:15:00,,,,0,,,caipu/303001.jpg,1123
2544,6717,772,610037,,,辣炒海带丝,0,1,19,,2016/8/921:16:00,,,,0,,,caipu/105001.jpg,1112
2545,6720,772,610062,,,蒜蓉生蚝,0,1,49,,2016/8/921:19:00,,,,0,,,caipu/104001.jpg,1112
2546,6722,772,609949,,,意文柠檬汁,0,1,13,,2016/8/921:20:00,,,,0,,,caipu/404005.jpg,1112
2547,6723,772,610010,,,白饭/小碗,0,2,1,,2016/8/921:22:00,,,,0,,,caipu/601004.jpg,1112
2548,6725,772,609936,,,皮蛋瘦肉粥,0,1,16,,2016/8/921:22:00,,,,0,,,caipu/602002.jpg,1112
2549,6728,772,610027,,,清炒菊花菜,0,1,30,,2016/8/921:25:00,,,,0,,,caipu/304001.jpg,1112
2550,6590,759,609994,,,独家薄荷鲜虾牛肉卷,0,1,45,,2016/8/921:42:00,,,,0,,,caipu/201004.jpg,1159
2551,6588,759,609967,,,香酥两吃大虾,0,1,89,,2016/8/921:42:00,,,,0,,,caipu/101002.jpg,1159
2552,6591,759,610048,,,拌土豆丝,0,1,25,,2016/8/921:44:00,,,,0,,,caipu/301002.jpg,1159
2553,6592,759,610008,,,五色糯米饭(七色),0,1,35,,2016/8/921:44:00,,,,0,,,caipu/601002.jpg,1159
2554,6593,759,609968,,,油焖麻辣虾,0,1,65,,2016/8/921:45:00,,,,0,,,caipu/101003.jpg,1159
2555,6594,759,610019,,,白斩鸡,0,1,88,,2016/8/921:45:00,,,,0,,,caipu/204002.jpg,1159
2556,6595,759,609961,,,姜葱炒花蟹,0,1,45,,2016/8/921:46:00,,,,0,,,caipu/102001.jpg,1159
2557,2957,416,610019,,,白斩鸡,0,1,88,,2016/8/1011:12:00,,,,0,,,caipu/204002.jpg,1117
